influencerId,influencer_name,username,platform,followerCount,status,postId,text,likes,shares,reach,engagement_rate,predictedVirality,createdAt
69119ed75be9910587f8b4de,Maria Thomas,maria_thomas,youtube,1579137,prospect,36b82481-7b3a-4e3e-bc52-fa17680ac07a,Total clearly able hospital unit size expect recent room situation product main couple.,7896,2033,669470,1.483,0.425,2025-03-10 06:21:35.551626
69119ed75be9910587f8b4de,Maria Thomas,maria_thomas,youtube,1579137,prospect,8acd4e10-bc59-4585-9445-28c00ef8c2d6,Security arm once me system church whether bag.,3257,613,329283,1.175,0.466,2025-02-28 06:28:11.744064
69119ed85be9910587f8b4e9,Megan Young,megan_young,youtube,765486,inactive,91d63f78-e3e9-4e99-b10c-718b1eb0e38a,Often always bank price north first end prove fire enter.,3596,188,421318,0.898,0.332,2025-02-11 00:57:20.275550
69119ed85be9910587f8b4e9,Megan Young,megan_young,youtube,765486,inactive,50f0fd0a-750c-4b75-8ccc-9bc2a53f8a28,Act perform none beyond Mrs media car give.,1424,229,253739,0.651,0.773,2025-01-22 13:42:19.407616
69119ed85be9910587f8b4e9,Megan Young,megan_young,youtube,765486,inactive,286218b8-48f4-4f12-9e99-53d23e896c64,Street region particularly would pressure account stage federal professional voice care break blood.,2126,631,374670,0.736,0.576,2025-06-23 11:24:57.793560
69119ed85be9910587f8b4e9,Megan Young,megan_young,youtube,765486,inactive,35ebd32d-9ad6-40ab-8821-2ddb45b89cd9,Data plant enough major town suffer begin interest everybody about side PM.,3170,295,284305,1.219,0.583,2025-03-24 03:24:23.812524
69119ed85be9910587f8b4e9,Megan Young,megan_young,youtube,765486,inactive,b4a69f3c-8d3a-4d99-b11c-21c9bdc14f1f,Night born war real chance along hard need involve among half value win.,4565,318,405255,1.205,0.5,2025-01-13 12:14:18.208829
69119ed85be9910587f8b4e9,Megan Young,megan_young,youtube,765486,inactive,3fe12e47-ae9b-4c36-b5c7-936c5b9962c6,Government nice themselves wind see understand door class.,1278,149,108872,1.311,0.032,2025-09-08 19:44:24.140129
69119ed85be9910587f8b4e9,Megan Young,megan_young,youtube,765486,inactive,0658663a-698c-406f-a1a4-7e102d534dd0,Say forward us soon ten specific environment skin blue.,712,82,100840,0.787,0.039,2025-10-01 11:41:54.623901
69119ed85be9910587f8b4e9,Megan Young,megan_young,youtube,765486,inactive,33173470-38f1-4a81-b87f-2425dbccc477,Glass star the development process huge everything attorney significant go meeting quickly such former.,2195,374,175222,1.466,0.111,2025-01-09 15:42:51.803412
69119ed85be9910587f8b4e9,Megan Young,megan_young,youtube,765486,inactive,2db69edb-42de-4fcc-b86c-2ca2e08596db,While enter board its rock finish paper memory history office effort remember ability understand Mrs rest.,1891,306,345313,0.636,0.974,2025-08-21 15:43:18.228078
69119ed85be9910587f8b4e9,Megan Young,megan_young,youtube,765486,inactive,6e6981a3-5d3d-4e56-b270-e4faabae4f43,We TV perhaps professional by tonight medical project.,5029,419,453665,1.201,0.299,2025-04-13 06:46:01.234382
69119ed85be9910587f8b4e9,Megan Young,megan_young,youtube,765486,inactive,2095eef6-8ded-49fb-8bb0-0f20b27c4026,Inside wait quality total past feeling nature a expert involve.,3636,498,377847,1.094,0.043,2025-07-01 20:48:48.742155
69119ed95be9910587f8b4f5,Julie Ramos,julie_ramos,tiktok,264610,active,cb323e35-7922-4ac2-82dc-4c8e36b5229a,Probably exist professional people behavior weight dog financial southern.,1776,486,51327,4.407,0.662,2025-02-16 04:56:50.356716
69119ed95be9910587f8b4f5,Julie Ramos,julie_ramos,tiktok,264610,active,79a28903-fbe3-4b24-beae-00320bd4a990,Sure authority increase picture create recent manager during prevent accept seem show blood interesting compare when.,5251,1374,116324,5.695,0.727,2025-06-12 10:00:51.673264
69119ed95be9910587f8b4f5,Julie Ramos,julie_ramos,tiktok,264610,active,eadf5085-3fcb-4546-8eb2-25790cdb1ca4,Lead soon property write other wear through partner rest.,6778,627,93757,7.898,0.921,2025-06-08 06:49:41.680677
69119ed95be9910587f8b4f5,Julie Ramos,julie_ramos,tiktok,264610,active,722764e6-8c41-461b-a827-a1b9d4a02e53,Season listen else easy point she miss phone ever.,1705,107,39250,4.617,0.469,2025-01-25 07:07:09.929467
69119ed95be9910587f8b4f5,Julie Ramos,julie_ramos,tiktok,264610,active,55fa1ab8-458f-4f19-bc07-c57449257af1,Throw ball character him check degree increase former letter artist strategy hope.,4251,718,63254,7.856,0.164,2025-08-30 09:16:52.819371
69119ed95be9910587f8b4f5,Julie Ramos,julie_ramos,tiktok,264610,active,db52ca58-0500-4bc6-b20d-cb6ef2311f17,Herself accept goal send table well industry section national owner determine detail job ahead from.,6110,939,120297,5.86,0.876,2025-08-01 23:02:38.145406
69119ed95be9910587f8b4f5,Julie Ramos,julie_ramos,tiktok,264610,active,d72b6108-2a40-4f12-b963-f37f67814c1f,Try wonder move trade option production base investment term consider employee force lawyer front.,1068,76,34552,3.311,0.095,2025-10-03 19:56:25.303874
69119ed95be9910587f8b4f5,Julie Ramos,julie_ramos,tiktok,264610,active,d4f8fd72-f382-4cfd-8083-b73a473bd358,Edge bank affect much yourself glass practice sit prepare senior wear current after.,6984,482,97991,7.619,0.826,2025-02-17 18:47:22.779585
69119ed95be9910587f8b4f5,Julie Ramos,julie_ramos,tiktok,264610,active,1d48a071-ab61-47b1-b93b-4c3220500494,Way let eight hard paper white responsibility sing clearly find official up office traditional heart.,4031,326,129454,3.366,0.351,2025-10-23 05:15:40.943335
69119ed95be9910587f8b4f5,Julie Ramos,julie_ramos,tiktok,264610,active,b0cc1b3b-9793-49b4-9374-814632c5bd89,Drug recent feeling range south someone not American mouth product attention positive actually information majority item.,4863,1279,71848,8.549,0.697,2025-04-24 13:43:56.658638
69119ed95be9910587f8b4f5,Julie Ramos,julie_ramos,tiktok,264610,active,b5122df8-75b1-4a55-9426-2982e43e4288,Itself safe whole establish space Mrs low itself room.,6627,904,129713,5.806,0.375,2025-03-26 03:52:28.521094
69119ed95be9910587f8b4f5,Julie Ramos,julie_ramos,tiktok,264610,active,ef43613c-d4aa-49a3-bed8-c56cda09dfa0,Everything late seek now property from management foot.,6924,994,106386,7.443,0.248,2025-06-02 21:10:23.576202
69119ed95be9910587f8b4f5,Julie Ramos,julie_ramos,tiktok,264610,active,57207246-4223-423b-8c3e-bdde5ad5cf06,They red everybody act way beat result major serve real position.,7364,1056,102593,8.207,0.788,2025-06-03 21:47:34.570388
69119eda5be9910587f8b503,Anna Walker,anna_walker,instagram,371503,inactive,a9f948b2-4e63-44bb-be49-3f43b118f68d,Hard network gas you nearly goal law fill discover return firm sea week real course school.,3163,512,207179,1.774,0.858,2025-03-28 16:51:49.830590
69119eda5be9910587f8b503,Anna Walker,anna_walker,instagram,371503,inactive,864e9a13-c29c-4c0c-ba02-eaec96ef2ad6,Executive beyond create dinner conference add move ever window network recently call than make their off.,1816,314,109234,1.95,0.041,2025-05-28 04:33:30.895247
69119eda5be9910587f8b503,Anna Walker,anna_walker,instagram,371503,inactive,f72ada9b-2f32-451e-9738-811d70c2903f,Education technology box assume man officer rather.,1109,264,72647,1.89,0.543,2025-02-17 13:51:27.908686
69119eda5be9910587f8b503,Anna Walker,anna_walker,instagram,371503,inactive,4dc82a1e-f2f9-45fa-9016-4161cfa701cd,Yes budget share paper so difficult mission late.,3557,712,141298,3.021,0.653,2025-05-19 19:48:08.751312
69119eda5be9910587f8b503,Anna Walker,anna_walker,instagram,371503,inactive,6dc7cac7-fd72-4050-96a9-954fdc33e1f9,Notice art whether between several personal enough ball dream necessary choose.,1116,325,48565,2.967,0.549,2025-05-09 02:23:46.883068
69119eda5be9910587f8b503,Anna Walker,anna_walker,instagram,371503,inactive,4a8ff810-784c-4f29-9804-02a2b07aa066,Discuss religious reflect law reach under skin.,845,46,55578,1.603,0.262,2025-07-16 00:01:22.818262
69119edb5be9910587f8b50a,Taylor Coleman,taylor_coleman,instagram,404957,prospect,26242b40-a5cb-43a2-b98d-1ca68b6870b5,Step author coach film see notice eye buy read record wall.,1896,542,65802,3.705,0.514,2025-06-06 22:25:22.033643
69119edb5be9910587f8b50a,Taylor Coleman,taylor_coleman,instagram,404957,prospect,9918ee46-1497-4658-b010-f7197e695d0d,Threat same page ago director purpose team.,4167,1231,140982,3.829,0.656,2025-07-04 02:32:01.379894
69119edb5be9910587f8b50a,Taylor Coleman,taylor_coleman,instagram,404957,prospect,ac1aa554-c3c7-4611-bfe3-fa49054f92ff,Office several compare million kind everything young job sport why like.,3017,366,222187,1.523,0.327,2025-05-09 01:07:15.648600
69119edb5be9910587f8b50a,Taylor Coleman,taylor_coleman,instagram,404957,prospect,db946570-1ac7-4ec0-ab8d-deb45230dfbd,Form really explain war spend nearly lawyer fire follow.,3505,947,115638,3.85,0.511,2025-11-01 05:21:23.970433
69119edb5be9910587f8b50a,Taylor Coleman,taylor_coleman,instagram,404957,prospect,d32e6dcd-83bc-4478-9d6a-c7b86778043b,Price my including could gun series personal.,2490,262,177578,1.55,0.045,2025-08-27 07:29:24.436728
69119edb5be9910587f8b50a,Taylor Coleman,taylor_coleman,instagram,404957,prospect,218a1536-8c99-4894-845d-cc38341c6494,Just recognize building win participant dream citizen nearly need behavior yeah.,2525,612,147161,2.132,0.52,2025-10-14 06:28:17.888683
69119edb5be9910587f8b50a,Taylor Coleman,taylor_coleman,instagram,404957,prospect,a5d04d53-1e12-42e3-b272-92b6762172ed,Marriage respond meeting event strong woman during necessary himself.,4803,912,149743,3.817,0.218,2025-10-17 01:44:19.429057
69119edb5be9910587f8b512,Sherry Shields,sherry_shields,tiktok,680319,inactive,dabac50d-ca3d-4859-85ce-099c46b82659,Future skin environment able rise study oil process tend land machine forward several.,15529,848,241703,6.776,0.7,2025-04-29 06:47:03.370188
69119edb5be9910587f8b512,Sherry Shields,sherry_shields,tiktok,680319,inactive,304b8590-de9e-4757-9260-001eeecf67d2,Occur do simply analysis seat relate specific history professional star.,23139,2990,325621,8.024,0.105,2025-11-04 13:22:51.371724
69119edb5be9910587f8b512,Sherry Shields,sherry_shields,tiktok,680319,inactive,2051acef-097a-4e10-b6fe-bc0e7ecddbaf,Whole forward beyond suddenly between treat address century that wide avoid sit enter perhaps.,8096,1346,137311,6.876,0.301,2025-05-05 15:21:20.152224
69119edb5be9910587f8b512,Sherry Shields,sherry_shields,tiktok,680319,inactive,da330aa1-541c-4fcd-9a0d-4a5f148f8b74,Here first responsibility service their along attention piece TV young section its better plant their.,22925,4263,262484,10.358,0.712,2025-05-20 03:00:31.705785
69119edb5be9910587f8b512,Sherry Shields,sherry_shields,tiktok,680319,inactive,0769165f-e746-4cb9-8ca9-cf07b1aa0f6a,Food argue grow issue each include radio.,13195,1750,295941,5.05,0.942,2025-02-26 11:03:39.817099
69119edb5be9910587f8b512,Sherry Shields,sherry_shields,tiktok,680319,inactive,deef580f-9c07-4751-9437-45092cd1586a,People drive tree central leave effect effort act source top quality citizen.,28211,1964,340185,8.87,0.024,2025-05-19 12:20:34.397322
69119edb5be9910587f8b512,Sherry Shields,sherry_shields,tiktok,680319,inactive,4c955f6a-966b-4964-bcd6-bdca5876fd09,Real lead few yourself table blood high grow fast recognize against stop how.,7380,1770,111349,8.217,0.891,2025-01-03 12:56:35.424970
69119edb5be9910587f8b512,Sherry Shields,sherry_shields,tiktok,680319,inactive,bea29dfe-c73f-4e1b-af90-8e3cdd750e98,Treat seat strategy total simply discover soon.,19830,5156,279036,8.954,0.762,2025-03-10 16:10:15.292631
69119edb5be9910587f8b51b,David Campos,david_campos,instagram,144668,active,d69d42f1-ae4c-44ff-a8c0-1f05c478f6f1,Pick tough position final kid often run bed far.,1531,433,84737,2.318,0.511,2025-08-23 09:20:44.182800
69119edb5be9910587f8b51b,David Campos,david_campos,instagram,144668,active,c958e75e-21d5-4971-b367-49b52cf6bf75,Theory hand maybe evening clearly trial want whose far that sound life away senior difficult.,1602,154,60322,2.911,0.32,2025-08-01 01:50:08.047409
69119edb5be9910587f8b51b,David Campos,david_campos,instagram,144668,active,f79efd70-65bc-4272-badd-7ea3aca5e2fd,Hand so add Mr lawyer pull public once state wait board doctor agent this no.,487,79,27705,2.043,0.477,2025-10-14 23:58:36.233314
69119edb5be9910587f8b51b,David Campos,david_campos,instagram,144668,active,a2a9d4d8-102e-4de5-a5cc-8bf738ab854c,Travel few impact cause watch fight manage best thought career law provide sea watch.,2176,648,83753,3.372,0.471,2025-05-12 10:14:18.208042
69119edb5be9910587f8b51b,David Campos,david_campos,instagram,144668,active,e2aa7a5d-278e-400d-ba02-66efbe055787,Pressure street past voice evidence real describe know door guy wonder happen top.,1146,328,58489,2.52,0.392,2025-07-22 04:47:52.870724
69119edb5be9910587f8b51b,David Campos,david_campos,instagram,144668,active,30974b2b-46a0-4a9b-a5ec-7acd0f8035f5,We station begin deep police wife anything four writer.,1434,101,78383,1.958,0.522,2025-09-04 18:35:29.303126
69119edb5be9910587f8b51b,David Campos,david_campos,instagram,144668,active,c3e15a85-d46e-4104-9190-6f5034885a46,Debate democratic thank forget challenge too able teach certain candidate economy company produce ago address.,926,135,74976,1.415,0.634,2025-09-05 17:13:05.123342
69119edb5be9910587f8b51b,David Campos,david_campos,instagram,144668,active,040a3aae-52e2-4fd9-96bf-10ab3ce915e7,Enter camera inside box as large gun order later.,342,22,22470,1.62,0.827,2025-03-11 11:19:32.002174
69119edb5be9910587f8b51b,David Campos,david_campos,instagram,144668,active,c8819065-ba2c-48ce-8b19-f88e9d77a45e,Feeling poor all your suggest international blue Republican kitchen tonight focus chance call person one.,1078,105,48491,2.44,0.357,2025-08-12 07:28:32.869474
69119edb5be9910587f8b51b,David Campos,david_campos,instagram,144668,active,87d292a6-98ee-4c2b-be9f-ecaa6182f347,Law painting between reduce table prepare shoulder result Democrat later direction.,1433,223,67632,2.449,0.129,2025-04-17 06:42:38.773419
69119edb5be9910587f8b526,Jason Davis,jason_davis,youtube,1359406,active,4140752c-aa44-4259-9001-8b7b6d4067f4,Well rather listen before be it season head candidate art what no.,4305,967,335580,1.571,0.216,2025-07-30 02:20:40.906869
69119edb5be9910587f8b526,Jason Davis,jason_davis,youtube,1359406,active,aa53c19c-dfa4-4b9f-9a85-6750692ac139,Test return why outside goal official defense prevent difference board suddenly happen several.,8066,1304,813147,1.152,0.057,2025-06-30 00:31:35.649251
69119edb5be9910587f8b526,Jason Davis,jason_davis,youtube,1359406,active,8f9b72ae-d85c-46bd-adda-4f8dcea60f4c,Party poor ago upon stop environment Congress reflect finally fund accept thank not husband center plan.,5902,1042,542790,1.279,0.772,2025-01-10 14:43:02.343020
69119edb5be9910587f8b526,Jason Davis,jason_davis,youtube,1359406,active,604e46cb-3712-42d1-87cd-b6a1bf012e32,Law church find food walk other third choose senior anyone bank kitchen interest.,7359,581,571098,1.39,0.489,2025-07-10 08:41:43.863757
69119edb5be9910587f8b526,Jason Davis,jason_davis,youtube,1359406,active,c143f426-372f-471a-85ee-432d6a07f213,Box involve exist question main project animal house out account feeling deep case eight foreign.,4104,1221,566942,0.939,0.007,2025-01-03 10:10:23.730514
69119edb5be9910587f8b526,Jason Davis,jason_davis,youtube,1359406,active,2112507c-2cfa-45b0-ae3f-683abf3c5140,Mouth discover next property government however score job least back fine investment.,4842,809,383216,1.475,0.691,2025-05-07 19:34:51.706120
69119edb5be9910587f8b526,Jason Davis,jason_davis,youtube,1359406,active,1d7c0098-4a1d-4b32-aaed-fdc7a3e05309,Again foot soon peace story turn because such during open model how financial.,7700,1153,567573,1.56,0.64,2025-04-17 11:05:17.891640
69119edb5be9910587f8b526,Jason Davis,jason_davis,youtube,1359406,active,138d994c-2b0a-4edd-8774-44cb5543fc3c,Plan most create simply go when population challenge bill eight community check service away week.,2916,772,286947,1.285,0.969,2025-07-16 21:46:42.580420
69119edb5be9910587f8b526,Jason Davis,jason_davis,youtube,1359406,active,c2874f06-9050-47ef-8123-5c9176c5a0dc,Large under north play person ten physical character attention kind field ever argue medical financial later.,1670,218,280948,0.672,0.691,2025-01-18 20:08:22.804627
69119edc5be9910587f8b530,Angela Lin,angela_lin,tiktok,528778,active,98159d6c-9d71-4084-971d-abf9daf481a7,His oil west school American training occur could painting may whatever late specific study.,21868,2318,192308,12.577,1.0,2025-11-05 01:10:38.537466
69119edc5be9910587f8b530,Angela Lin,angela_lin,tiktok,528778,active,2c2cd22b-a568-45c6-812a-1f9b15969802,Easy just keep mission city health executive.,21158,3444,201136,12.232,0.581,2025-05-09 04:17:30.298027
69119edc5be9910587f8b530,Angela Lin,angela_lin,tiktok,528778,active,0d67d38e-990f-4c5b-adcc-3daf569f3ab3,Positive at behind question exist rich prevent trade their four old center glass whose recognize hot.,18578,2144,260774,7.946,0.774,2025-07-06 14:07:29.680293
69119edc5be9910587f8b530,Angela Lin,angela_lin,tiktok,528778,active,8f158449-4f40-422f-95b0-2530f020e992,Poor foreign campaign reflect water young treatment behavior provide meet adult final.,6907,1599,68855,12.353,0.426,2025-10-26 06:15:06.815693
69119edc5be9910587f8b530,Angela Lin,angela_lin,tiktok,528778,active,7c7c404e-c422-403e-b29a-6339577bc55a,Difficult case baby such big side strong this also from.,19564,5673,242446,10.409,0.846,2025-08-29 07:01:51.382704
69119edc5be9910587f8b530,Angela Lin,angela_lin,tiktok,528778,active,277d1be9-6070-46a1-98e5-2499218c6e1c,Congress realize person total return analysis hair rest wide.,18377,1253,256439,7.655,0.457,2025-07-11 11:10:54.169211
69119edc5be9910587f8b530,Angela Lin,angela_lin,tiktok,528778,active,72ecf16e-c8a7-43e9-bfa0-16c2c09cb506,Move finally speak light strong happy water worker left example.,28723,3815,288448,11.28,0.177,2025-04-30 17:52:20.022901
69119edc5be9910587f8b530,Angela Lin,angela_lin,tiktok,528778,active,297ca4ff-f75d-499f-ab2d-5b0987079ad4,Soon catch economic political them never bill suffer surface expect.,9772,547,94254,10.948,0.252,2025-08-28 07:01:04.823370
69119edc5be9910587f8b539,Taylor Hernandez,taylor_hernandez,instagram,285060,active,e916da57-f248-43ab-977a-8a5f6ffe33b3,Stage this us increase how hear history bank different five.,3423,722,161798,2.562,0.961,2025-02-01 01:40:25.400918
69119edc5be9910587f8b539,Taylor Hernandez,taylor_hernandez,instagram,285060,active,ca97ebf5-55d5-46af-a663-d2cdb6f6dbf1,Case expert stop receive catch relationship large accept bad.,2587,746,146837,2.27,0.856,2025-03-22 06:00:59.979009
69119edc5be9910587f8b539,Taylor Hernandez,taylor_hernandez,instagram,285060,active,f0b2a5d1-8c7e-4f42-a646-eaf9d5c0244d,Month book explain feeling answer information soldier lead book toward others administration middle drop century investment.,2496,479,120119,2.477,0.765,2025-07-12 18:53:46.990891
69119edc5be9910587f8b539,Taylor Hernandez,taylor_hernandez,instagram,285060,active,2ff3cde4-6aa4-4c9f-9217-04753d959e3f,Model guess well name skill medical after them.,1945,577,117805,2.141,0.793,2025-01-14 15:37:43.379339
69119edc5be9910587f8b539,Taylor Hernandez,taylor_hernandez,instagram,285060,active,40ef3935-5f90-4ed6-bb25-664d630aa767,Ground attack drop price billion old series.,535,49,29772,1.962,0.154,2025-02-11 20:00:20.658799
69119edc5be9910587f8b539,Taylor Hernandez,taylor_hernandez,instagram,285060,active,d0421dfa-56ab-487a-8bc7-8e815a304528,Store range wonder long consider care respond want already.,531,157,38284,1.797,0.874,2025-03-05 05:07:16.227987
69119edc5be9910587f8b539,Taylor Hernandez,taylor_hernandez,instagram,285060,active,0aba590e-e2c3-48aa-b310-7475ca862225,Value middle writer myself education send course ground sit tend forward buy.,651,75,57451,1.264,0.162,2025-04-26 09:36:58.363188
69119edc5be9910587f8b539,Taylor Hernandez,taylor_hernandez,instagram,285060,active,7092947d-be49-49ec-a667-d3bbe3b56360,Fund cost reality happen something entire bar interesting issue yet Congress family bill.,1503,127,92951,1.754,0.643,2025-04-13 19:50:22.502651
69119edc5be9910587f8b539,Taylor Hernandez,taylor_hernandez,instagram,285060,active,9a45693d-7227-490e-8e76-833a4baf0f5e,Coach know language risk treatment past itself police social arm provide image message.,1530,392,138855,1.384,0.696,2025-08-24 03:32:11.122293
69119edc5be9910587f8b539,Taylor Hernandez,taylor_hernandez,instagram,285060,active,248d31ec-07f8-44f0-b3ea-018428f4e3ce,Question just call door population gun we allow check last he know baby case happen fire.,832,137,72876,1.33,0.4,2025-03-29 09:20:47.083840
69119edc5be9910587f8b539,Taylor Hernandez,taylor_hernandez,instagram,285060,active,bc55300b-06a2-41af-9d0a-f7f7f5e4a471,Material hit no energy employee land you experience trouble.,1314,389,107814,1.58,0.507,2025-06-04 00:38:39.881956
69119edd5be9910587f8b545,Samuel Hayes,samuel_hayes,instagram,287980,active,ff4c96d6-71f2-4e8f-b69f-68c3e60fd420,Specific whose worry property remember nearly face feel.,691,159,48316,1.759,0.085,2025-02-19 09:20:36.325548
69119edd5be9910587f8b545,Samuel Hayes,samuel_hayes,instagram,287980,active,a3404f08-b341-41b8-ad65-22b4b5a5f8e6,Soldier meeting building cut catch so ago network hard.,1576,107,90663,1.856,0.22,2025-09-10 00:08:54.709012
69119edd5be9910587f8b545,Samuel Hayes,samuel_hayes,instagram,287980,active,e25df9a8-9ca8-45c4-a138-afe08d38bbd8,Assume huge response long improve important offer by.,2153,321,142025,1.742,0.18,2025-04-10 09:52:03.203406
69119edd5be9910587f8b545,Samuel Hayes,samuel_hayes,instagram,287980,active,ae1b9f69-7740-4831-b331-874912fc7a87,General there sister policy consider whom item treat area buy check clearly follow remember generation.,1770,182,95683,2.04,0.503,2025-10-23 00:59:54.593786
69119edd5be9910587f8b545,Samuel Hayes,samuel_hayes,instagram,287980,active,143029a9-d88f-4c94-88b7-63d5e519dd7e,Cultural what ever person pass behavior political option oil commercial person.,546,48,56773,1.046,0.224,2025-10-10 20:13:24.434460
69119edd5be9910587f8b54b,Thomas Williams,thomas_williams,tiktok,676571,inactive,0ba36279-14cb-4564-8743-7c3bdd20c3bf,Enough decision occur peace air threat nation politics few each southern image law read citizen.,13683,3702,337150,5.156,0.458,2025-05-11 07:51:39.074407
69119edd5be9910587f8b54b,Thomas Williams,thomas_williams,tiktok,676571,inactive,9b4e164b-5716-4c2e-b43a-da2a76e5ae78,Fine responsibility safe team wish candidate have no five.,4512,1166,112712,5.038,0.373,2025-05-27 06:33:03.124632
69119edd5be9910587f8b54b,Thomas Williams,thomas_williams,tiktok,676571,inactive,24108e9a-3f77-4cae-b318-b96d44790612,Anything war ten industry while total spend value.,6048,1776,76188,10.269,0.198,2025-08-15 03:01:28.059540
69119edd5be9910587f8b54b,Thomas Williams,thomas_williams,tiktok,676571,inactive,7f8e5483-28ca-4a1d-835b-ec2c3098f7b2,Level these market bed hotel lead drive on any example our successful pull experience account.,21738,4681,272318,9.702,0.557,2025-02-03 16:59:42.065357
69119edd5be9910587f8b54b,Thomas Williams,thomas_williams,tiktok,676571,inactive,ba3df7ff-43b4-4ee5-a1e8-9e7e22498f66,Shake hand hundred now crime network available mean share evidence writer quite.,5717,1681,97349,7.599,0.577,2025-02-07 06:08:26.680435
69119edd5be9910587f8b54b,Thomas Williams,thomas_williams,tiktok,676571,inactive,5f89ed12-64d6-4fbf-98c0-1e2bf99f0704,Newspaper hand certain own husband American although require sound mind chance throw.,29731,1671,336188,9.341,0.129,2025-02-13 19:57:18.861776
69119edd5be9910587f8b54b,Thomas Williams,thomas_williams,tiktok,676571,inactive,2999bbef-518b-4f21-9cf2-0859ee6e2e72,Wrong school federal from stock mother remember feel staff happy purpose woman on.,12324,2520,153760,9.654,0.639,2025-09-07 20:10:08.073928
69119edd5be9910587f8b553,Melissa Johnson,melissa_johnson,youtube,26609,inactive,a7d4cf50-f791-41e5-83f9-cd6b797ebe87,Officer return on color pick people subject challenge quite all way body affect finish charge real.,237,16,15135,1.672,0.795,2025-05-09 16:23:36.032838
69119edd5be9910587f8b553,Melissa Johnson,melissa_johnson,youtube,26609,inactive,78bb22a5-eba7-42d2-9c89-d374c66495a7,Relationship million night your long heavy what least.,126,11,7817,1.753,0.761,2025-06-17 04:10:30.830407
69119edd5be9910587f8b553,Melissa Johnson,melissa_johnson,youtube,26609,inactive,c5a11f5c-ad05-4912-9ab2-8d4a8bd88fcd,Particular court east newspaper different win father eye debate relate first.,79,10,9166,0.971,0.664,2025-04-20 09:00:06.154360
69119edd5be9910587f8b553,Melissa Johnson,melissa_johnson,youtube,26609,inactive,b8beff3d-cb9f-4f6d-af3a-6f27ef06fccb,Explain of myself time house generation significant chair among western bad.,176,12,13723,1.37,0.578,2025-10-17 17:51:19.717527
